"","CRUISEJOIN","HAULJOIN","CATCHJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIES_CODE","LENGTH","FREQUENCY","SEX","SAMPLE_TYPE","LENGTH_TYPE","AUDITJOIN"
"1061",1173315,1173328,1175458,"GOA",134,200301,200,310,800,1,2,1,5,4189457
"1062",1173315,1173328,1175458,"GOA",134,200301,200,310,880,1,2,1,5,4189458
"1063",1173315,1173332,1175328,"GOA",134,200301,205,310,760,1,2,1,5,4210146
"1064",1173315,1173370,1179138,"GOA",134,200301,230,310,720,1,1,1,5,4209823
"1065",1173315,1173549,1179237,"GOA",134,200301,234,310,680,1,2,1,5,4209106
"1066",1173315,1173549,1179237,"GOA",134,200301,234,310,770,1,1,1,5,4213485
"1067",1173315,1173550,1179051,"GOA",134,200301,235,310,790,1,1,1,5,4211583
"1068",1173315,1173550,1179051,"GOA",134,200301,235,310,800,1,2,1,5,4211619
"1069",1173315,1173550,1179051,"GOA",134,200301,235,310,850,1,2,1,5,4211621
"1070",1173315,1173550,1179051,"GOA",134,200301,235,310,690,1,2,1,5,4218920
"1071",1173315,1173552,1179073,"GOA",134,200301,237,310,790,1,1,1,5,4209688
"1072",1173315,1173552,1179073,"GOA",134,200301,237,310,870,1,1,1,5,4209690
"1073",1173315,1173555,1179014,"GOA",134,200301,240,310,780,1,2,1,5,4207908
"1074",1173315,1173555,1179014,"GOA",134,200301,240,310,800,1,2,1,5,4207909
"1075",1173315,1173555,1179014,"GOA",134,200301,240,310,850,2,2,1,5,4207910
"1076",1173315,1173555,1179014,"GOA",134,200301,240,310,900,1,2,1,5,4207911
"1077",1173315,1173553,1173716,"GOA",134,200301,238,310,810,1,1,1,5,4226156
"1078",1173315,1173553,1173716,"GOA",134,200301,238,310,830,2,1,1,5,4210804
"1079",1173315,1173554,1173726,"GOA",134,200301,239,310,760,1,1,1,5,4210788
"1080",1173315,1173554,1173726,"GOA",134,200301,239,310,840,1,2,1,5,4210790
"1081",1173315,1173556,1179006,"GOA",134,200301,241,310,850,1,2,1,5,4210794
"1082",1173315,1173553,1173716,"GOA",134,200301,238,310,840,1,2,1,5,4216121
"1083",1173315,1173553,1173716,"GOA",134,200301,238,310,660,1,2,1,5,4201479
"1084",1173315,1173553,1173716,"GOA",134,200301,238,310,770,3,2,1,5,4201481
"1085",1173315,1173553,1173716,"GOA",134,200301,238,310,940,1,2,1,5,4201482
"1086",1173315,1173553,1173716,"GOA",134,200301,238,310,1150,1,2,1,5,4201483
"1087",1173315,1173553,1173716,"GOA",134,200301,238,310,600,1,2,1,5,4205011
"1088",1173315,1173553,1173716,"GOA",134,200301,238,310,740,1,2,1,5,4205016
"1089",1173315,1173553,1173716,"GOA",134,200301,238,310,780,1,2,1,5,4205017
"1090",1173315,1173553,1173716,"GOA",134,200301,238,310,790,1,2,1,5,4205018
"1091",1173315,1173553,1173716,"GOA",134,200301,238,310,800,1,2,1,5,4205019
"1092",1173315,1173553,1173716,"GOA",134,200301,238,310,960,1,2,1,5,4205020
"1093",1173315,1173553,1173716,"GOA",134,200301,238,310,830,1,2,1,5,4212837
"1094",1173315,1173553,1173716,"GOA",134,200301,238,310,820,1,2,1,5,4225250
"1095",1173315,1173553,1173716,"GOA",134,200301,238,310,750,1,1,1,5,4217022
"1096",1173315,1173554,1173726,"GOA",134,200301,239,310,810,2,1,1,5,4217004
"1097",1173315,1173553,1173716,"GOA",134,200301,238,310,810,1,2,1,5,4220821
"1098",1173315,1173554,1173726,"GOA",134,200301,239,310,780,1,1,1,5,4201485
"1099",1173315,1173554,1173726,"GOA",134,200301,239,310,860,1,1,1,5,4201486
"1100",1173315,1173554,1173726,"GOA",134,200301,239,310,790,1,1,1,5,4205027
"1101",1173315,1173554,1173726,"GOA",134,200301,239,310,850,1,1,1,5,4205028
"1102",1173315,1173554,1173726,"GOA",134,200301,239,310,880,1,1,1,5,4205029
"1103",1173315,1173554,1173726,"GOA",134,200301,239,310,900,1,1,1,5,4205030
"1104",1173315,1173554,1173726,"GOA",134,200301,239,310,740,1,2,1,5,4205042
"1105",1173315,1173554,1173726,"GOA",134,200301,239,310,900,1,2,1,5,4205043
"1106",1173315,1173554,1173726,"GOA",134,200301,239,310,960,1,2,1,5,4205044
"1107",1173315,1173554,1173726,"GOA",134,200301,239,310,1020,1,2,1,5,4205045
"1108",1173315,1173555,1179014,"GOA",134,200301,240,310,710,1,2,1,5,4214497
"1109",1173315,1173559,1173752,"GOA",134,200301,244,310,710,1,1,1,5,4214501
"1110",1173315,1173559,1173752,"GOA",134,200301,244,310,680,1,2,1,5,4214503
"1111",1173315,1173555,1179014,"GOA",134,200301,240,310,710,1,1,1,5,4207010
"1112",1173315,1173555,1179014,"GOA",134,200301,240,310,760,1,1,1,5,4207012
"1113",1173315,1173555,1179014,"GOA",134,200301,240,310,790,1,1,1,5,4219875
"1114",1173315,1173559,1173752,"GOA",134,200301,244,310,770,1,2,1,5,4219883
"1115",1173315,1173556,1179006,"GOA",134,200301,241,310,670,1,2,1,5,4205973
"1116",1173315,1173556,1179006,"GOA",134,200301,241,310,700,1,2,1,5,4205974
"1117",1173315,1173556,1179006,"GOA",134,200301,241,310,930,1,2,1,5,4205975
"1118",1173315,1173559,1173752,"GOA",134,200301,244,310,670,1,1,1,5,4229933
"1119",1173315,1173559,1173752,"GOA",134,200301,244,310,640,1,2,1,5,4229935
"1120",1173315,1173559,1173752,"GOA",134,200301,244,310,710,1,2,1,5,4206138
"1121",1173315,1173559,1173752,"GOA",134,200301,244,310,840,1,2,1,5,4206139
"1122",1173315,1173559,1173752,"GOA",134,200301,244,310,670,1,2,1,5,4207956
"1123",1173315,1173559,1173752,"GOA",134,200301,244,310,730,1,2,1,5,4207957
"1124",1173315,1173559,1173752,"GOA",134,200301,244,310,780,1,2,1,5,4207958
"1125",1173315,1173559,1173752,"GOA",134,200301,244,310,850,1,2,1,5,4207959
"1126",1173315,1173559,1173752,"GOA",134,200301,244,310,770,2,1,1,5,4207942
"1127",1173315,1173559,1173752,"GOA",134,200301,244,310,870,1,1,1,5,4207943
"1128",1173315,1173560,1180612,"GOA",134,200301,245,310,640,1,2,1,5,4216097
"1129",1173315,1173560,1180612,"GOA",134,200301,245,310,710,1,2,1,5,4201316
"1130",1173315,1173560,1180612,"GOA",134,200301,245,310,660,1,1,1,5,4201282
"1131",1173315,1173560,1180612,"GOA",134,200301,245,310,820,1,1,1,5,4201283
"1132",1173315,1173560,1180612,"GOA",134,200301,245,310,680,1,2,1,5,4201315
"1133",1173315,1173560,1180612,"GOA",134,200301,245,310,720,1,2,1,5,4201317
"1134",1173315,1173560,1180612,"GOA",134,200301,245,310,750,1,2,1,5,4201318
"1135",1173315,1173560,1180612,"GOA",134,200301,245,310,830,1,2,1,5,4201319
"1136",1173315,1173560,1180612,"GOA",134,200301,245,310,710,2,1,1,5,4225452
"1137",1173315,1173561,1179090,"GOA",134,200301,246,310,730,2,1,1,5,4202268
"1138",1173315,1173561,1179090,"GOA",134,200301,246,310,750,1,1,1,5,4202269
"1139",1173315,1173566,1178796,"GOA",134,200301,251,310,800,1,2,1,5,4202098
"1140",1173315,1173566,1178796,"GOA",134,200301,251,310,810,1,2,1,5,4202099
"1141",1173315,1173594,1173855,"GOA",134,200301,279,310,990,1,2,1,5,4220808
"1142",1173315,1173598,1173888,"GOA",134,200301,283,310,660,1,2,1,5,4223342
"1143",-610,-12755,-359310,"GOA",134,200501,190,310,880,1,1,1,5,-4275572
"1144",1173315,1173560,1180612,"GOA",134,200301,245,310,730,1,2,1,5,4225221
"1145",1173315,1173560,1180612,"GOA",134,200301,245,310,670,1,1,1,5,4215421
"1146",1173315,1173561,1179090,"GOA",134,200301,246,310,650,1,2,1,5,4216832
"1147",1173315,1173562,1179113,"GOA",134,200301,247,310,770,1,1,1,5,4202321
"1148",1173315,1173568,1178842,"GOA",134,200301,253,310,780,1,1,1,5,4202128
"1149",1173315,1173579,1180591,"GOA",134,200301,264,310,850,1,1,1,5,4210547
"1150",1173315,1173583,1173689,"GOA",134,200301,268,310,880,1,1,1,5,4209766
"1151",1173315,1173595,1173868,"GOA",134,200301,280,310,800,1,1,1,5,4230108
"1152",1173315,1173595,1173868,"GOA",134,200301,280,310,910,1,1,1,5,4223390
"1153",1173315,1173599,1173899,"GOA",134,200301,284,310,750,1,2,1,5,4209484
"1154",1173315,1173599,1173899,"GOA",134,200301,284,310,770,1,1,1,5,4209525
"1155",1173315,1173599,1173899,"GOA",134,200301,284,310,820,1,1,1,5,4209526
"1156",1173315,1173599,1173899,"GOA",134,200301,284,310,840,1,1,1,5,4209527
"1157",-610,-12665,-357295,"GOA",134,200501,100,310,770,1,1,1,5,-4247479
"1158",-610,-12672,-357399,"GOA",134,200501,107,310,700,1,2,1,5,-4248345
"1159",-610,-12682,-357666,"GOA",134,200501,117,310,870,1,1,1,5,-4252596
"1160",-610,-12682,-357666,"GOA",134,200501,117,310,970,1,2,1,5,-4252597
"1161",-610,-12683,-357697,"GOA",134,200501,118,310,960,1,2,1,5,-4252701
"1162",-610,-12695,-357993,"GOA",134,200501,130,310,770,1,1,1,5,-4256581
"1163",-610,-12695,-357993,"GOA",134,200501,130,310,780,1,1,1,5,-4256582
"1164",-610,-12695,-357993,"GOA",134,200501,130,310,850,1,1,1,5,-4256580
"1165",-610,-12696,-358006,"GOA",134,200501,131,310,760,1,1,1,5,-4257370
"1166",-610,-12701,-358151,"GOA",134,200501,136,310,620,1,2,1,5,-4258805
"1167",-610,-12717,-358586,"GOA",134,200501,152,310,610,1,1,1,5,-4263667
"1168",-610,-12717,-358586,"GOA",134,200501,152,310,820,1,2,1,5,-4263666
"1169",-610,-12717,-358586,"GOA",134,200501,152,310,1100,1,2,1,5,-4263665
"1170",-610,-12719,-358664,"GOA",134,200501,154,310,730,1,1,1,5,-4265043
"1171",-610,-12719,-358664,"GOA",134,200501,154,310,770,1,1,1,5,-4265041
"1172",-610,-12719,-358664,"GOA",134,200501,154,310,790,1,1,1,5,-4265042
"1173",-610,-12719,-358664,"GOA",134,200501,154,310,960,1,1,1,5,-4265044
"1174",-610,-12724,-358761,"GOA",134,200501,159,310,730,1,1,1,5,-4266984
"1175",-610,-12724,-358761,"GOA",134,200501,159,310,780,1,1,1,5,-4266983
"1176",-610,-12724,-358761,"GOA",134,200501,159,310,790,1,2,1,5,-4267034
"1177",-610,-12724,-358761,"GOA",134,200501,159,310,830,1,1,1,5,-4266985
"1178",-610,-12724,-358761,"GOA",134,200501,159,310,870,1,2,1,5,-4267035
"1179",-610,-12724,-358761,"GOA",134,200501,159,310,950,1,2,1,5,-4267033
"1180",-610,-12747,-359175,"GOA",134,200501,182,310,700,1,2,1,5,-4273879
"1181",-610,-12747,-359175,"GOA",134,200501,182,310,810,1,2,1,5,-4273878
"1182",-610,-12753,-359286,"GOA",134,200501,188,310,760,1,2,1,5,-4275230
"1183",-610,-12755,-359310,"GOA",134,200501,190,310,720,1,2,1,5,-4275575
"1184",-610,-12755,-359310,"GOA",134,200501,190,310,780,1,1,1,5,-4275573
"1185",-610,-12755,-359310,"GOA",134,200501,190,310,920,1,2,1,5,-4275574
"1186",-610,-12775,-359752,"GOA",134,200501,210,310,800,1,2,1,5,-4283282
"1187",-610,-12760,-359419,"GOA",134,200501,195,310,720,1,1,1,5,-4276904
"1188",-610,-12765,-359538,"GOA",134,200501,200,310,730,1,2,1,5,-4278722
"1189",-610,-12768,-359597,"GOA",134,200501,203,310,970,1,2,1,5,-4279781
"1190",-610,-12769,-359624,"GOA",134,200501,204,310,850,1,2,1,5,-4279998
"1191",-610,-12770,-359653,"GOA",134,200501,205,310,740,1,2,1,5,-4281177
"1192",-610,-12770,-359653,"GOA",134,200501,205,310,780,1,2,1,5,-4281176
"1193",-610,-12770,-359653,"GOA",134,200501,205,310,870,1,1,1,5,-4281178
"1194",-610,-12771,-359677,"GOA",134,200501,206,310,650,1,2,1,5,-4281988
"1195",-610,-12772,-359701,"GOA",134,200501,207,310,870,1,2,1,5,-4282125
"1196",-610,-12773,-359726,"GOA",134,200501,208,310,750,1,2,1,5,-4282880
"1197",-610,-12773,-359726,"GOA",134,200501,208,310,830,1,2,1,5,-4282879
"1198",-610,-12774,-359745,"GOA",134,200501,209,310,760,1,2,1,5,-4283039
"1199",-610,-12774,-359745,"GOA",134,200501,209,310,1040,1,2,1,5,-4283038
"1200",-610,-12775,-359752,"GOA",134,200501,210,310,710,1,1,1,5,-4283294
"1201",-610,-12775,-359752,"GOA",134,200501,210,310,730,2,2,1,5,-4283287
"1202",-610,-12775,-359752,"GOA",134,200501,210,310,760,1,1,1,5,-4283297
"1203",-610,-12775,-359752,"GOA",134,200501,210,310,780,1,2,1,5,-4283291
"1204",-610,-12775,-359752,"GOA",134,200501,210,310,790,1,2,1,5,-4283290
"1205",-610,-12775,-359752,"GOA",134,200501,210,310,800,2,1,1,5,-4283296
"1206",-610,-12775,-359752,"GOA",134,200501,210,310,810,1,2,1,5,-4283286
"1207",-610,-12775,-359752,"GOA",134,200501,210,310,820,1,2,1,5,-4283289
"1208",-610,-12775,-359752,"GOA",134,200501,210,310,850,1,1,1,5,-4283295
"1209",-610,-12775,-359752,"GOA",134,200501,210,310,850,1,2,1,5,-4283285
"1210",-610,-12775,-359752,"GOA",134,200501,210,310,880,1,2,1,5,-4283288
"1211",-610,-12775,-359752,"GOA",134,200501,210,310,910,1,2,1,5,-4283284
"1212",-610,-12775,-359752,"GOA",134,200501,210,310,930,1,2,1,5,-4283293
"1213",-610,-12784,-359882,"GOA",134,200501,219,310,720,1,2,1,5,-4287440
"1214",-610,-12776,-359762,"GOA",134,200501,211,310,830,1,1,1,5,-4283506
"1215",-610,-12778,-359787,"GOA",134,200501,213,310,940,1,2,1,5,-4284235
"1216",-610,-12780,-359807,"GOA",134,200501,215,310,680,1,2,1,5,-4284757
"1217",-610,-12781,-359823,"GOA",134,200501,216,310,610,1,1,1,5,-4285664
"1218",-610,-12781,-359823,"GOA",134,200501,216,310,680,1,2,1,5,-4285662
"1219",-610,-12781,-359823,"GOA",134,200501,216,310,710,1,1,1,5,-4285665
"1220",-610,-12781,-359823,"GOA",134,200501,216,310,930,1,1,1,5,-4285663
"1221",-610,-12784,-359882,"GOA",134,200501,219,310,470,1,2,1,5,-4287436
"1222",-610,-12784,-359882,"GOA",134,200501,219,310,670,1,2,1,5,-4287437
"1223",-610,-12784,-359882,"GOA",134,200501,219,310,680,1,2,1,5,-4287438
"1224",-610,-12784,-359882,"GOA",134,200501,219,310,690,1,2,1,5,-4287439
"1225",-610,-12801,-360216,"GOA",134,200501,236,310,690,1,2,1,5,-4294403
"1226",-610,-12785,-359897,"GOA",134,200501,220,310,710,1,2,1,5,-4287792
"1227",-610,-12785,-359897,"GOA",134,200501,220,310,780,1,1,1,5,-4287793
"1228",-610,-12801,-360216,"GOA",134,200501,236,310,640,1,1,1,5,-4294402
"1229",-610,-12801,-360216,"GOA",134,200501,236,310,640,1,2,1,5,-4294765
"1230",-610,-12801,-360216,"GOA",134,200501,236,310,670,1,2,1,5,-4294404
"1231",-610,-12801,-360216,"GOA",134,200501,236,310,700,1,1,1,5,-4294400
"1232",-610,-12801,-360216,"GOA",134,200501,236,310,770,1,1,1,5,-4294401
"1233",-610,-12810,-360394,"GOA",134,200501,245,310,930,1,2,1,5,-4298431
"1234",-610,-12803,-360256,"GOA",134,200501,238,310,620,1,2,1,5,-4295539
"1235",-610,-12803,-360256,"GOA",134,200501,238,310,640,1,1,1,5,-4295540
"1236",-610,-12804,-360295,"GOA",134,200501,239,310,750,1,2,1,5,-4295766
"1237",-610,-12809,-360383,"GOA",134,200501,244,310,890,1,2,1,5,-4298104
"1238",-610,-12809,-360383,"GOA",134,200501,244,310,970,1,2,1,5,-4298103
"1239",-610,-12810,-360394,"GOA",134,200501,245,310,680,2,2,1,5,-4298430
"1240",-610,-12810,-360394,"GOA",134,200501,245,310,770,1,2,1,5,-4298429
"1241",-610,-12810,-360394,"GOA",134,200501,245,310,800,1,2,1,5,-4298433
"1242",-610,-12810,-360394,"GOA",134,200501,245,310,850,1,2,1,5,-4298428
"1243",-610,-12814,-360479,"GOA",134,200501,249,310,800,1,1,1,5,-4299632
"1244",-610,-12812,-360429,"GOA",134,200501,247,310,670,1,1,1,5,-4298795
"1245",-610,-12812,-360429,"GOA",134,200501,247,310,760,1,1,1,5,-4298794
"1246",-610,-12814,-360479,"GOA",134,200501,249,310,720,1,2,1,5,-4299634
"1247",-610,-12814,-360479,"GOA",134,200501,249,310,770,1,2,1,5,-4299633
"1248",-610,-12814,-360479,"GOA",134,200501,249,310,790,2,1,1,5,-4299630
"1249",-610,-12814,-360479,"GOA",134,200501,249,310,810,1,2,1,5,-4299635
"1250",-610,-12815,-360493,"GOA",134,200501,250,310,800,1,1,1,5,-4299742
"1251",-610,-12815,-360493,"GOA",134,200501,250,310,720,1,2,1,5,-4299819
"1252",-610,-12815,-360493,"GOA",134,200501,250,310,730,1,1,1,5,-4299820
"1253",-610,-12815,-360493,"GOA",134,200501,250,310,760,1,2,1,5,-4299813
"1254",-610,-12815,-360493,"GOA",134,200501,250,310,840,1,2,1,5,-4299814
"1255",-610,-12815,-360493,"GOA",134,200501,250,310,890,1,2,1,5,-4299818
"1256",-610,-12815,-360493,"GOA",134,200501,250,310,940,1,2,1,5,-4299815
"1257",-610,-12815,-360493,"GOA",134,200501,250,310,970,1,2,1,5,-4299816
"1258",-610,-12815,-360493,"GOA",134,200501,250,310,980,1,2,1,5,-4299817
"1259",-610,-12816,-360512,"GOA",134,200501,251,310,680,1,2,1,5,-4299989
"1260",-610,-12816,-360512,"GOA",134,200501,251,310,740,1,2,1,5,-4299900
"1261",-610,-12816,-360512,"GOA",134,200501,251,310,780,1,1,1,5,-4299987
"1262",-610,-12816,-360512,"GOA",134,200501,251,310,790,1,1,1,5,-4299899
"1263",-610,-12816,-360512,"GOA",134,200501,251,310,800,1,1,1,5,-4299986
"1264",-610,-12816,-360512,"GOA",134,200501,251,310,860,1,2,1,5,-4299990
"1265",-610,-12816,-360512,"GOA",134,200501,251,310,900,1,2,1,5,-4299988
"1266",-610,-12818,-360556,"GOA",134,200501,253,310,810,1,2,1,5,-4300334
"1267",-610,-12818,-360556,"GOA",134,200501,253,310,660,2,2,1,5,-4300333
"1268",-610,-12818,-360556,"GOA",134,200501,253,310,760,2,2,1,5,-4300388
"1269",-610,-12818,-360556,"GOA",134,200501,253,310,800,1,2,1,5,-4300332
"1270",-610,-12821,-360631,"GOA",134,200501,256,310,780,1,1,1,5,-4301303
"1271",-610,-12820,-360611,"GOA",134,200501,255,310,690,1,2,1,5,-4300889
"1272",-610,-12821,-360631,"GOA",134,200501,256,310,710,2,1,1,5,-4301301
"1273",-610,-12821,-360631,"GOA",134,200501,256,310,750,2,2,1,5,-4301283
"1274",-610,-12821,-360631,"GOA",134,200501,256,310,760,1,1,1,5,-4301300
"1275",-610,-12821,-360631,"GOA",134,200501,256,310,770,1,2,1,5,-4301292
"1276",-610,-12821,-360631,"GOA",134,200501,256,310,820,1,2,1,5,-4301249
"1277",-610,-12821,-360631,"GOA",134,200501,256,310,790,1,2,1,5,-4301422
"1278",-610,-12821,-360631,"GOA",134,200501,256,310,800,1,2,1,5,-4301291
"1279",-610,-12821,-360631,"GOA",134,200501,256,310,820,2,1,1,5,-4301304
"1280",-610,-12821,-360631,"GOA",134,200501,256,310,830,1,1,1,5,-4301305
"1281",-610,-12821,-360631,"GOA",134,200501,256,310,830,1,2,1,5,-4301310
"1282",-610,-12821,-360631,"GOA",134,200501,256,310,840,1,1,1,5,-4301302
"1283",-610,-12821,-360631,"GOA",134,200501,256,310,840,1,2,1,5,-4301424
"1284",-610,-12821,-360631,"GOA",134,200501,256,310,860,1,1,1,5,-4301306
"1285",-610,-12821,-360631,"GOA",134,200501,256,310,860,1,2,1,5,-4301295
"1286",-610,-12821,-360631,"GOA",134,200501,256,310,880,1,2,1,5,-4301426
"1287",-610,-12821,-360631,"GOA",134,200501,256,310,890,2,2,1,5,-4301290
"1288",-610,-12821,-360631,"GOA",134,200501,256,310,910,1,2,1,5,-4301294
"1289",-610,-12821,-360631,"GOA",134,200501,256,310,940,2,2,1,5,-4301284
"1290",-610,-12821,-360631,"GOA",134,200501,256,310,960,2,2,1,5,-4301293
"1291",-610,-12821,-360631,"GOA",134,200501,256,310,970,1,2,1,5,-4301423
"1292",-610,-12834,-361082,"GOA",134,200501,269,310,730,2,1,1,5,-4304288
"1293",-610,-12834,-361082,"GOA",134,200501,269,310,680,1,1,1,5,-4304322
"1294",-610,-12834,-361082,"GOA",134,200501,269,310,710,1,1,1,5,-4304290
"1295",-610,-12834,-361082,"GOA",134,200501,269,310,720,1,1,1,5,-4304359
"1296",-610,-12834,-361082,"GOA",134,200501,269,310,750,1,1,1,5,-4304358
"1297",-610,-12834,-361082,"GOA",134,200501,269,310,760,2,1,1,5,-4304291
"1298",-610,-12834,-361082,"GOA",134,200501,269,310,780,1,1,1,5,-4304289
"1299",-610,-12834,-361082,"GOA",134,200501,269,310,790,1,1,1,5,-4304285
"1300",-610,-12834,-361082,"GOA",134,200501,269,310,810,2,1,1,5,-4304287
"1301",-610,-12834,-361082,"GOA",134,200501,269,310,840,1,1,1,5,-4304357
"1302",-610,-12834,-361082,"GOA",134,200501,269,310,860,1,1,1,5,-4304286
"1303",-610,-12835,-361100,"GOA",134,200501,270,310,900,1,2,1,5,-4304474
"1304",-610,-12835,-361100,"GOA",134,200501,270,310,740,1,2,1,5,-4304575
"1305",-610,-12835,-361100,"GOA",134,200501,270,310,820,1,2,1,5,-4304574
"1306",-610,-12835,-361100,"GOA",134,200501,270,310,890,1,1,1,5,-4304573
"1307",-610,-12836,-361121,"GOA",134,200501,271,310,810,2,1,1,5,-4304908
"1308",-610,-12836,-361121,"GOA",134,200501,271,310,690,1,2,1,5,-4305039
"1309",-610,-12836,-361121,"GOA",134,200501,271,310,710,1,2,1,5,-4305040
"1310",-610,-12836,-361121,"GOA",134,200501,271,310,730,1,2,1,5,-4304846
"1311",-610,-12836,-361121,"GOA",134,200501,271,310,840,1,2,1,5,-4304910
"1312",-610,-12836,-361121,"GOA",134,200501,271,310,850,1,1,1,5,-4304907
"1313",-610,-12837,-361142,"GOA",134,200501,272,310,770,1,2,1,5,-4305334
"1314",-610,-12837,-361142,"GOA",134,200501,272,310,700,2,2,1,5,-4305208
"1315",-610,-12837,-361142,"GOA",134,200501,272,310,720,1,1,1,5,-4305332
"1316",-610,-12837,-361142,"GOA",134,200501,272,310,770,1,1,1,5,-4305331
"1317",-610,-12837,-361142,"GOA",134,200501,272,310,780,1,1,1,5,-4305179
"1318",-610,-12842,-361280,"GOA",134,200501,277,310,730,1,2,1,5,-4307015
"1319",-610,-12842,-361280,"GOA",134,200501,277,310,670,1,1,1,5,-4307013
"1320",-610,-12842,-361280,"GOA",134,200501,277,310,700,1,2,1,5,-4307016
"1321",-610,-12842,-361280,"GOA",134,200501,277,310,720,1,2,1,5,-4307018
"1322",-610,-12842,-361280,"GOA",134,200501,277,310,800,1,1,1,5,-4307014
"1323",-610,-12842,-361280,"GOA",134,200501,277,310,810,1,2,1,5,-4307019
"1324",-610,-12842,-361280,"GOA",134,200501,277,310,820,1,1,1,5,-4307012
"1325",-610,-12842,-361280,"GOA",134,200501,277,310,850,1,2,1,5,-4307017
"1326",-610,-12843,-361301,"GOA",134,200501,278,310,700,1,2,1,5,-4307275
"1327",-610,-12843,-361301,"GOA",134,200501,278,310,640,1,1,1,5,-4307361
"1328",-610,-12843,-361301,"GOA",134,200501,278,310,660,1,2,1,5,-4307355
"1329",-610,-12843,-361301,"GOA",134,200501,278,310,670,1,1,1,5,-4307360
"1330",-610,-12843,-361301,"GOA",134,200501,278,310,710,1,1,1,5,-4307359
"1331",-610,-12843,-361301,"GOA",134,200501,278,310,710,1,2,1,5,-4307357
"1332",-610,-12843,-361301,"GOA",134,200501,278,310,720,1,1,1,5,-4307276
"1333",-610,-12843,-361301,"GOA",134,200501,278,310,750,1,2,1,5,-4307358
"1334",-610,-12843,-361301,"GOA",134,200501,278,310,860,1,2,1,5,-4307356
"1335",-610,-12844,-361328,"GOA",134,200501,279,310,850,1,1,1,5,-4307521
"1336",-610,-12844,-361328,"GOA",134,200501,279,310,630,1,2,1,5,-4307618
"1337",-610,-12844,-361328,"GOA",134,200501,279,310,700,1,2,1,5,-4307760
"1338",-610,-12844,-361328,"GOA",134,200501,279,310,760,1,1,1,5,-4307759
"1339",-610,-12853,-361551,"GOA",134,200501,288,310,850,1,1,1,5,-4311229
"1340",-610,-12845,-361353,"GOA",134,200501,280,310,750,1,2,1,5,-4307974
"1341",-610,-12845,-361353,"GOA",134,200501,280,310,930,1,2,1,5,-4308097
"1342",-610,-12850,-361487,"GOA",134,200501,285,310,710,1,2,1,5,-4310308
"1343",-610,-12850,-361487,"GOA",134,200501,285,310,750,1,2,1,5,-4310307
"1344",-610,-12850,-361487,"GOA",134,200501,285,310,810,1,1,1,5,-4310252
"1345",-610,-12852,-361528,"GOA",134,200501,287,310,700,1,2,1,5,-4310913
"1346",-610,-12852,-361528,"GOA",134,200501,287,310,880,1,2,1,5,-4310912
"1347",-610,-12853,-361551,"GOA",134,200501,288,310,700,2,2,1,5,-4311068
"1348",-610,-12853,-361551,"GOA",134,200501,288,310,830,1,1,1,5,-4311228
"1349",-610,-12853,-361551,"GOA",134,200501,288,310,870,1,2,1,5,-4311231
"1350",-610,-12853,-361551,"GOA",134,200501,288,310,910,1,2,1,5,-4311230
"1351",-610,-12853,-361551,"GOA",134,200501,288,310,960,1,2,1,5,-4310997
"1352",-610,-12853,-361551,"GOA",134,200501,288,310,1000,1,2,1,5,-4311067
"1353",-610,-12866,-361847,"GOA",134,200501,301,310,970,1,2,1,5,-4316901
"1354",-610,-12866,-361847,"GOA",134,200501,301,310,840,1,1,1,5,-4316899
"1355",-610,-12866,-361847,"GOA",134,200501,301,310,920,1,2,1,5,-4316900
"1356",1180649,1180846,1181909,"GOA",143,200301,199,310,1060,1,2,1,5,4240771
"1357",-610,-12867,-361869,"GOA",134,200501,302,310,650,1,2,1,5,-4317187
"1358",-610,-12873,-361988,"GOA",134,200501,308,310,790,1,2,1,5,-4319842
"1359",-610,-12873,-361988,"GOA",134,200501,308,310,810,1,1,1,5,-4319841
"1360",-610,-12873,-361988,"GOA",134,200501,308,310,970,1,2,1,5,-4319665
"1361",-610,-12874,-362027,"GOA",134,200501,309,310,800,1,1,1,5,-4320073
"1362",1180649,1180721,1184132,"GOA",143,200301,77,310,870,1,1,1,5,4233417
"1363",1180649,1180743,1184462,"GOA",143,200301,103,310,780,1,1,1,5,4241036
"1364",1180649,1180749,1186389,"GOA",143,200301,110,310,750,1,2,1,5,4252968
"1365",1180649,1180762,1184804,"GOA",143,200301,127,310,960,2,2,1,5,4255779
"1366",1180649,1180769,1183848,"GOA",143,200301,136,310,890,1,1,1,5,4236517
"1367",1180649,1180769,1183848,"GOA",143,200301,136,310,890,1,2,1,5,4236518
"1368",1180649,1180776,1185007,"GOA",143,200301,146,310,780,1,2,1,5,4252228
"1369",1180649,1180839,1182147,"GOA",143,200301,190,310,730,1,2,1,5,4250526
"1370",1180649,1180839,1182147,"GOA",143,200301,190,310,850,1,2,1,5,4250527
"1371",1180649,1180841,1183312,"GOA",143,200301,192,310,960,1,2,1,5,4250522
"1372",1180649,1180777,1185015,"GOA",143,200301,147,310,970,1,2,1,5,4239077
"1373",1180649,1180777,1185015,"GOA",143,200301,147,310,800,1,2,1,5,4247344
"1374",1180649,1180778,1185023,"GOA",143,200301,148,310,770,1,2,1,5,4235219
"1375",1180649,1180778,1185023,"GOA",143,200301,148,310,850,1,2,1,5,4247784
